long_title,short_title
Journal of Engineering for Gas Turbines and Power-Transactions of the Asme,J Eng Gas Turb Power
Journal of Engineering for Industry-Transactions of the Asme,J Eng Ind-T Asme
Journal of Engineering for Power-Transactions of the Asme,J Eng Power-T Asme
Journal of Engineering Materials and Technology-Transactions of the Asme,J Eng Mater-T Asme
Journal of Engineering Mathematics,J Eng Math
Journal of Engineering Mechanics-Asce,J Eng Mech-Asce
Journal of Engineering Sciences,J Eng Sci
Journal of Engineering Technology,J Eng Technol
Journal of English and Germanic Philology,J Engl Ger Philol
Journal of Enhanced Heat Transfer,J Enhanc Heat Transf
Journal of Entomological Science,J Entomol Sci
Journal of Environmental Biology,J Environ Biol
Journal of Environmental Economics and Management,J Environ Econ Manag
Journal of Environmental Education,J Environ Educ
Journal of Environmental Engineering-Asce,J Environ Eng-Asce
Journal of Environmental Health,J Environ Health
Journal of Environmental Law,J Environ Law
Journal of Environmental Management,J Environ Manage
Journal of Environmental Monitoring,J Environ Monitor
Journal of Environmental Pathology and Toxicology,J Environ Pathol Tox
Journal of Environmental Pathology Toxicology and Oncology,J Environ Pathol Tox
Journal of Environmental Permitting,J Environ Permitting
Journal of Environmental Polymer Degradation,J Environ Polym Degr
Journal of Environmental Psychology,J Environ Psychol
Journal of Environmental Quality,J Environ Qual
Journal of Environmental Radioactivity,J Environ Radioactiv
Journal of Environmental Science and Health Part A-Environmental Science and Engineering & Toxic and Hazardous Substance Control,J Environ Sci Heal A
Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances & Environmental Engineering,J Environ Sci Heal A
Journal of Environmental Science and Health Part B-Pesticides Food Contaminants and Agricultural Wastes,J Environ Sci Heal B
Journal of Environmental Science and Health Part C-Environmental Carcinogenesis Reviews,J Environ Sci Heal C
Journal of Environmental Sciences,J Environ Sci
Journal of Environmental Systems,J Environ Syst
Journal of Enzyme Inhibition,J Enzym Inhib
Journal of Epidemiology and Community Health,J Epidemiol Commun H
Journal of Epilepsy,J Epilepsy
Journal of Equine Veterinary Science,J Equine Vet Sci
Journal of Ethnopharmacology,J Ethnopharmacol
Journal of Ethology,J Ethol
Journal of Eukaryotic Microbiology,J Eukaryot Microbiol
Journal of European Public Policy,J Eur Public Policy
Journal of European Social Policy,J Eur Soc Policy
Journal of European Studies,J Eur Stud
Journal of Evaluation in Clinical Practice,J Eval Clin Pract
Journal of Evolutionary Biochemistry and Physiology,J Evol Biochem Phys+
Journal of Evolutionary Biology,J Evolution Biol
Journal of Evolutionary Economics,J Evol Econ
Journal of Experimental & Clinical Cancer Research,J Exp Clin Canc Res
Journal of Experimental & Theoretical Artificial Intelligence,J Exp Theor Artif In
Journal of Experimental and Theoretical Physics,J Exp Theor Phys+
Journal of Experimental Animal Science,J Exp Anim Sci
Journal of Experimental Biology,J Exp Biol
Journal of Experimental Botany,J Exp Bot
Journal of Experimental Child Psychology,J Exp Child Psychol
Journal of Experimental Education,J Exp Educ
Journal of Experimental Marine Biology and Ecology,J Exp Mar Biol Ecol
Journal of Experimental Medicine,J Exp Med
Journal of Experimental Pathology,J Exp Pathol
Journal of Experimental Psychology-Animal Behavior Processes,J Exp Psychol Anim B
Journal of Experimental Psychology-Applied,J Exp Psychol-Appl
Journal of Experimental Psychology-General,J Exp Psychol Gen
Journal of Experimental Psychology-Human Perception and Performance,J Exp Psychol Human
Journal of Experimental Psychology-Learning Memory and Cognition,J Exp Psychol Learn
Journal of Experimental Social Psychology,J Exp Soc Psychol
Journal of Experimental Zoology,J Exp Zool
Journal of Exposure Analysis and Environmental Epidemiology,J Expo Anal Env Epid
Journal of Family History,J Fam Hist
Journal of Family Issues,J Fam Issues
Journal of Family Practice,J Fam Practice
Journal of Family Psychology,J Fam Psychol
Journal of Family Therapy,J Fam Ther
Journal of Family Violence,J Fam Violence
Journal of Family Welfare,J Fam Welfare
Journal of Feminist Studies in Religion,J Feminist Stud Rel
Journal of Fermentation and Bioengineering,J Ferment Bioeng
Journal of Fermentation Technology,J Ferment Bioeng
Journal of Ferrocement-Bangkok,J Ferrocement
Journal of Fertilizer Issues,J Fert Issues
Journal of Field Archaeology,J Field Archaeol
Journal of Field Ornithology,J Field Ornithol
Journal of Film and Video,J Film Video
Journal of Finance,J Financ
Journal of Financial and Quantitative Analysis,J Financ Quant Anal
Journal of Financial Economics,J Financ Econ
Journal of Financial Intermediation,J Financ Intermed
Journal of Financial Research,J Financ Res
Journal of Financial Services Research,J Financ Serv Res
Journal of Fire & Flammability,J Fire Flammability
Journal of Fire Retardant Chemistry,J Fire Retard Chem
Journal of Fire Sciences,J Fire Sci
Journal of Fish Biology,J Fish Biol
Journal of Fish Diseases,J Fish Dis
Journal of Fluency Disorders,J Fluency Disord
Journal of Fluid Mechanics,J Fluid Mech
Journal of Fluids and Structures,J Fluid Struct
Journal of Fluids Engineering-Transactions of the Asme,J Fluid Eng-T Asme
Journal of Fluorescence,J Fluoresc
Journal of Fluorine Chemistry,J Fluorine Chem
Journal of Folklore Research,J Folklore Res
Journal of Food & Nutrition,J Food Nutr
Journal of Food and Drug Analysis,J Food Drug Anal
Journal of Food Biochemistry,J Food Biochem
Journal of Food Engineering,J Food Eng
Journal of Food Lipids,J Food Lipids
Journal of Food Process Engineering,J Food Process Eng
Journal of Food Processing and Preservation,J Food Process Pres
Journal of Food Protection,J Food Protect
Journal of Food Quality,J Food Quality
Journal of Food Safety,J Food Safety
Journal of Food Science,J Food Sci
Journal of Food Science and Technology-Mysore,J Food Sci Tech Mys
Journal of Food Technology,J Food Technol
Journal of Foraminiferal Research,J Foramin Res
Journal of Forecasting,J Forecasting
Journal of Forensic Psychiatry,J Forensic Psychiatr
Journal of Forensic Sciences,J Forensic Sci
Journal of Forestry,J Forest
Journal of Fourier Analysis and Applications,J Fourier Anal Appl
Journal of Freshwater Ecology,J Freshwater Ecol
Journal of Functional Analysis,J Funct Anal
Journal of Fusion Energy,J Fusion Energ
Journal of Futures Markets,J Futures Markets
Journal of Garden History,J Garden Hist
Journal of Gastroenterology,J Gastroenterol
Journal of Gastroenterology and Hepatology,J Gastroen Hepatol
Journal of Gastrointestinal Motility,J Gastrointest Motil
Journal of Gastrointestinal Surgery,J Gastrointest Surg
Journal of Gender Studies,J Gender Stud
Journal of Gene Medicine,J Gene Med
Journal of General and Applied Microbiology,J Gen Appl Microbiol
Journal of General Internal Medicine,J Gen Intern Med
Journal of General Microbiology,J Gen Microbiol
Journal of General Physiology,J Gen Physiol
Journal of General Psychology,J Gen Psychol
Journal of General Virology,J Gen Virol
Journal of Genetic Psychology,J Genet Psychol
Journal of Genetics,J Genet
Journal of Geochemical Exploration,J Geochem Explor
Journal of Geodesy,J Geodesy
Journal of Geodynamics,J Geodyn
Journal of Geography,J Geogr
Journal of Geography in Higher Education,J Geogr Higher Educ
Journal of Geological Education,J Geol Educ
Journal of Geology,J Geol
Journal of Geomagnetism and Geoelectricity,J Geomagn Geoelectr
Journal of Geometric Analysis,J Geom Anal
Journal of Geometry and Physics,J Geom Phys
Journal of Geophysical Research,J Geophys Res
Journal of Geophysical Research-Atmospheres,J Geophys Res-Atmos
Journal of Geophysical Research-Oceans,J Geophys Res-Oceans
Journal of Geophysical Research-Oceans and Atmospheres,J Geophys Res-Oc Atm
Journal of Geophysical Research-Planets,J Geophys Res-Planet
Journal of Geophysical Research-Solid Earth,J Geophys Res-Sol Ea
Journal of Geophysical Research-Solid Earth and Planets,J Geophys Res-Solid
Journal of Geophysical Research-Space Physics,J Geophys Res
Journal of Geophysics-Zeitschrift Fur Geophysik,J Geophys-Z Geophys
Journal of Geotechnical and Geoenvironmental Engineering,J Geotech Geoenviron
Journal of Geotechnical Engineering-Asce,J Geotech Eng-Asce
Journal of Geriatric Psychiatry,J Geriatr Psychiat
Journal of Geriatric Psychiatry and Neurology,J Geriatr Psych Neur
Journal of Gerontological Social Work,J Gerontol Soc Work
Journal of Glaciology,J Glaciol
Journal of Glass Studies,J Glass Stud
Journal of Glaucoma,J Glaucoma
Journal of Global Optimization,J Global Optim
Journal of Government Information,J Gov Inform
Journal of Graph Theory,J Graph Theor
Journal of Great Lakes Research,J Great Lakes Res
Journal of Group Theory,J Group Theory
Journal of Guidance Control and Dynamics,J Guid Control Dynam
Journal of Gynecologic Surgery,J Gynecol Surg
Journal of Hand Surgery-American Volume,J Hand Surg-Am
Journal of Hand Surgery-British and European Volume,J Hand Surg-Brit Eur
Journal of Hard Materials,J Hard Mater
Journal of Hazardous Materials,J Hazard Mater
Journal of Head Trauma Rehabilitation,J Head Trauma Rehab
Journal of Health and Social Behavior,J Health Soc Behav
Journal of Health Care for the Poor and Underserved,J Health Care Poor U
Journal of Health Communication,J Health Commun
Journal of Health Economics,J Health Econ
Journal of Health Politics Policy and Law,J Health Polit Polic
Journal of Health Science,J Health Sci
Journal of Healthcare Management,J Healthc Manag
Journal of Heart and Lung Transplantation,J Heart Lung Transpl
Journal of Heart Transplantation,J Heart Transplant
Journal of Heart Valve Disease,J Heart Valve Dis
Journal of Heat Recovery Systems,J Heat Recov Syst
Journal of Heat Transfer-Transactions of the Asme,J Heat Trans-T Asme
Journal of Hellenic Studies,J Hellenic Stud
Journal of Helminthology,J Helminthol
Journal of Hematotherapy,J Hematother
Journal of Hematotherapy & Stem Cell Research,J Hematoth Stem Cell
Journal of Hepatology,J Hepatol
Journal of Heredity,J Hered
Journal of Herpetology,J Herpetol
Journal of Heterocyclic Chemistry,J Heterocyclic Chem
Journal of Heuristics,J Heuristics
Journal of High Energy Physics,J High Energy Phys
Journal of High Resolution Chromatography & Chromatography Communications,J High Res Chromatog
Journal of High Speed Networks,J High Speed Netw
Journal of Higher Education,J High Educ
Journal of Hispanic Philology,J Hispan Philology
Journal of Histochemistry & Cytochemistry,J Histochem Cytochem
Journal of Historical Geography,J Hist Geogr
Journal of Historical Sociology,J Hist Sociol
Journal of Histotechnology,J Histotechnol
Journal of Homosexuality,J Homosexual
Journal of Horticultural Science,J Hortic Sci
Journal of Horticultural Science & Biotechnology,J Hortic Sci Biotech
Journal of Hospital Infection,J Hosp Infect
Journal of Housing Economics,J Hous Econ
Journal of Human Evolution,J Hum Evol
Journal of Human Genetics,J Hum Genet
Journal of Human Hypertension,J Hum Hypertens
Journal of Human Movement Studies,J Hum Movement Stud
Journal of Human Nutrition,J Hum Nutr
Journal of Human Nutrition and Dietetics,J Hum Nutr Diet
Journal of Human Resources,J Hum Resour
Journal of Human Stress,J Hum Stress
Journal of Human Virology,J Human Virol
Journal of Humanistic Psychology,J Humanist Psychol
Journal of Hydraulic Engineering-Asce,J Hydraul Eng-Asce
Journal of Hydraulic Research,J Hydraul Res
Journal of Hydrology,J Hydrol
Journal of Hygiene,J Hyg-Cambridge
Journal of Hygiene Epidemiology Microbiology and Immunology,J Hyg Epid Microb Im
Journal of Hypertension,J Hypertens
Journal of Imaging Science,J Imaging Sci
Journal of Imaging Science and Technology,J Imaging Sci Techn
Journal of Imaging Technology,J Imaging Technol
Journal of Immunoassay,J Immunoassay
Journal of Immunogenetics,J Immunogenet
Journal of Immunological Methods,J Immunol Methods
Journal of Immunological Research,J Immunol Res
Journal of Immunology,J Immunol
Journal of Immunopharmacology,J Immunopharmacol
Journal of Immunotherapy,J Immunother
Journal of Imperial and Commonwealth History,J Imp Commonw Hist
Journal of in Vitro Fertilization and Embryo Transfer,J in Vitro Fertil Em
Journal of Inclusion Phenomena,J Inclusion Phenom
Journal of Inclusion Phenomena and Macrocyclic Chemistry,J Incl Phenom Macro
Journal of Inclusion Phenomena and Molecular Recognition in Chemistry,J Inclus Phenom Mol
Journal of Indian Philosophy,J Indian Philos
Journal of Indo-European Studies,J Indo-Eur Stud
Journal of Industrial and Engineering Chemistry,J Ind Eng Chem
Journal of Industrial Economics,J Ind Econ
Journal of Industrial Microbiology,J Ind Microbiol
Journal of Industrial Microbiology & Biotechnology,J Ind Microbiol Biot
Journal of Inequalities and Applications,J Inequal Appl
Journal of Infection,J Infection
Journal of Infectious Diseases,J Infect Dis
Journal of Inflammation,J Inflamm
Journal of Information Ethics,J Inform Ethics
Journal of Information Recording,J Inform Rec
Journal of Information Recording Materials,J Inform Rec Mater
Journal of Information Science,J Inform Sci
Journal of Information Science and Engineering,J Inf Sci Eng
Journal of Information Storage and Processing Systems,J Inf Stor Proc Syst
Journal of Information Technology,J Inform Technol
Journal of Infrared and Millimeter Waves,J Infrared Millim W
Journal of Inherited Metabolic Disease,J Inherit Metab Dis
Journal of Inorganic & Nuclear Chemistry,J Inorg Nucl Chem
Journal of Inorganic and Organometallic Polymers,J Inorg Organomet P
Journal of Inorganic Biochemistry,J Inorg Biochem
Journal of Inorganic Materials,J Inorg Mater
Journal of Insect Behavior,J Insect Behav
Journal of Insect Physiology,J Insect Physiol
Journal of Institutional and Theoretical Economics-Zeitschrift Fur Die Gesamte Staatswissenschaft,J Inst Theor Econ
Journal of Integral Equations,J Integral Equat
Journal of Intellectual Disability Research,J Intell Disabil Res
Journal of Intelligent & Fuzzy Systems,J Intell Fuzzy Syst
Journal of Intelligent & Robotic Systems,J Intell Robot Syst
Journal of Intelligent Information Systems,J Intell Inf Syst
Journal of Intelligent Manufacturing,J Intell Manuf
Journal of Intelligent Material Systems and Structures,J Intel Mat Syst Str
Journal of Intensive Care Medicine,J Intensive Care Med
Journal of Interamerican Studies and World Affairs,J Interam Stud World
Journal of Interdisciplinary Cycle Research,J Interdiscipl Cycle
Journal of Interdisciplinary History,J Interdiscipl Hist
Journal of Interferon and Cytokine Research,J Interf Cytok Res
Journal of Interferon Research,J Interferon Res
Journal of Internal Medicine,J Intern Med
Journal of International Biomedical Information and Data-Ibid,J Int Biomed Inf Dat
Journal of International Business Studies,J Int Bus Stud
Journal of International Economics,J Int Econ
Journal of International Marketing,J Int Marketing
Journal of International Medical Research,J Int Med Res
Journal of International Money and Finance,J Int Money Financ
Journal of Interpersonal Violence,J Interpers Violence
Journal of Interventional Cardiac Electrophysiology,J Interv Card Electr
Journal of Interventional Cardiology,J Interv Cardiol
Journal of Interventional Radiology,J Intervent Radiol
Journal of Invasive Cardiology,J Invasive Cardiol
Journal of Invertebrate Pathology,J Invertebr Pathol
Journal of Investigational Allergology & Clinical Immunology,J Invest Allerg Clin
Journal of Investigative Dermatology,J Invest Dermatol
Journal of Investigative Dermatology Symposium Proceedings,J Invest Derm Symp P
Journal of Investigative Medicine,J Invest Med
Journal of Investigative Surgery,J Invest Surg
Journal of Irish Literature,J Irish Literature
Journal of Iron and Steel Research International,J Iron Steel Res Int
Journal of Irrigation and Drainage Engineering-Asce,J Irrig Drain E-Asce
Journal of Japan Society of Lubrication Engineers,J Jpn Soc Lubr Eng
Journal of Japanese Society of Tribologists,J Jpn Soc Tribologis
Journal of Japanese Studies,J Jpn Stud
Journal of Jewish Studies,J Jewish Stud
Journal of Jewish Thought & Philosophy,J Jewish Thought Ph
Journal of Knot Theory and Its Ramifications,J Knot Theor Ramif
Journal of Korean Medical Science,J Korean Med Sci
Journal of Labelled Compounds & Radiopharmaceuticals,J Labelled Compd Rad
Journal of Labor Economics,J Labor Econ
Journal of Labor Research,J Labor Res
Journal of Laboratory and Clinical Medicine,J Lab Clin Med
Journal of Language and Social Psychology,J Lang Soc Psychol
Journal of Laparoendoscopic & Advanced Surgical Techniques-Part A,J Laparoendosc Adv A
Journal of Laparoendoscopic Surgery,J Laparoendosc Surg
Journal of Laryngology and Otology,J Laryngol Otol
Journal of Laser Applications,J Laser Appl
Journal of Latin American Studies,J Lat Am Stud
Journal of Law & Economics,J Law Econ
Journal of Law & Education,J Law Educ
Journal of Law and Society,J Law Soc
Journal of Law Economics & Organization,J Law Econ Organ
Journal of Law Medicine & Ethics,J Law Med Ethics
Journal of Learning Disabilities,J Learn Disabil
Journal of Legal Education,J Legal Educ
Journal of Legal Medicine,J Legal Med
Journal of Legal Studies,J Legal Stud
Journal of Leisure Research,J Leisure Res
Journal of Leukocyte Biology,J Leukocyte Biol
Journal of Librarianship and Information Science,J Libr Inf Sci
Journal of Library Automation,J Libr Automat
Journal of Lie Theory,J Lie Theory
Journal of Life Sciences Royal Dublin Society,J Life Sci R Dubl S
Journal of Lightwave Technology,J Lightwave Technol
Journal of Linguistics,J Linguist
Journal of Lipid Mediators,J Lipid Mediator
Journal of Lipid Mediators and Cell Signalling,J Lipid Mediat Cell
Journal of Lipid Research,J Lipid Res
Journal of Liposome Research,J Lipos Res
Journal of Liquid Chromatography,J Liq Chromatogr
Journal of Liquid Chromatography & Related Technologies,J Liq Chromatogr R T
Journal of Literacy Research,J Lit Res
Journal of Literary Semantics,J Literary Semantics
Journal of Lithotripsy & Stone Disease,J Lithotr Stone Dis
Journal of Logic and Computation,J Logic Comput
Journal of Logic Programming,J Logic Program
Journal of Long-Term Effects of Medical Implants,J Long-Term Eff Med
Journal of Loss Prevention in the Process Industries,J Loss Prevent Proc
Journal of Low Frequency Noise & Vibration,J Low Freq Noise Vib
Journal of Low Frequency Noise Vibration and Active Control,J Low Freq Noise V A
Journal of Low Temperature Physics,J Low Temp Phys
Journal of Lubrication Technology-Transactions of the Asme,J Lubric Tech-T Asme
Journal of Luminescence,J Lumin
Journal of Macroeconomics,J Macroecon
Journal of Macromolecular Science-Chemistry,J Macromol Sci Chem
Journal of Macromolecular Science-Physics,J Macromol Sci Phys
Journal of Macromolecular Science-Pure and Applied Chemistry,J Macromol Sci Pure
Journal of Macromolecular Science-Reviews in Macromolecular Chemistry and Physics,J Macromol Sci R M C
Journal of Magnetic Resonance,J Magn Reson
Journal of Magnetic Resonance Series A,J Magn Reson Ser A
Journal of Magnetic Resonance Series B,J Magn Reson Ser B
Journal of Magnetism and Magnetic Materials,J Magn Magn Mater
Journal of Mammalogy,J Mammal
Journal of Mammary Gland Biology and Neoplasia,J Mammary Gland Biol
Journal of Management,J Manage
Journal of Management in Engineering,J Manage Eng
Journal of Management Information Systems,J Manage Inform Syst
Journal of Management Inquiry,J Manage Inquiry
Journal of Management Studies,J Manage Stud
Journal of Manipulative and Physiological Therapeutics,J Manip Physiol Ther
Journal of Manufacturing,J Manuf
Journal of Manufacturing Science and Engineering-Transactions of the Asme,J Manuf Sci E-T Asme
Journal of Manufacturing Systems,J Manuf Syst
Journal of Marine Biotechnology,J Mar Biotechnol
Journal of Marine Research,J Mar Res
Journal of Marine Systems,J Marine Syst
Journal of Marital and Family Therapy,J Marital Fam Ther
Journal of Maritime Law and Commerce,J Marit Law Commer
Journal of Marketing,J Marketing
Journal of Marketing Research,J Marketing Res
Journal of Marriage and the Family,J Marriage Fam
Journal of Mass Spectrometry,J Mass Spectrom
Journal of Material Culture,J Mat Cult
Journal of Materials Chemistry,J Mater Chem
Journal of Materials Engineering,J Mater Eng
Journal of Materials Engineering and Performance,J Mater Eng Perform
Journal of Materials for Energy Systems,J Mater Eng
Journal of Materials in Civil Engineering,J Mater Civil Eng
Journal of Materials Processing & Manufacturing Science,J Mater Process Manu
Journal of Materials Processing Technology,J Mater Process Tech
Journal of Materials Research,J Mater Res
Journal of Materials Science,J Mater Sci
Journal of Materials Science & Technology,J Mater Sci Technol
Journal of Materials Science Letters,J Mater Sci Lett
Journal of Materials Science-Materials in Electronics,J Mater Sci-Mater El
Journal of Materials Science-Materials in Medicine,J Mater Sci-Mater M
Journal of Materials Synthesis and Processing,J Mater Synth Proces
Journal of Maternal-Fetal Investigation,J Matern-Fetal Inves
Journal of Mathematical Analysis and Applications,J Math Anal Appl
Journal of Mathematical Biology,J Math Biol
Journal of Mathematical Chemistry,J Math Chem
Journal of Mathematical Economics,J Math Econ
Journal of Mathematical Imaging and Vision,J Math Imaging Vis
Journal of Mathematical Physics,J Math Phys
Journal of Mathematical Psychology,J Math Psychol
Journal of Mathematical Sociology,J Math Sociol
Journal of Mathematics of Kyoto University,J Math Kyoto U
Journal of Maxillofacial Surgery,J Maxillofac Surg
Journal of Mechanical Design,J Mech Design
Journal of Mechanical Design-Transactions of the Asme,J Mech Des-T Asme
Journal of Mechanical Engineering Laboratory,J Mech Eng Lab
Journal of Mechanical Engineering Science,J Mech Eng Sci
Journal of Mechanical Working Technology,J Mech Work Technol
Journal of Mechanisms Transmissions and Automation in Design-Transactions of the Asme,J Mech Transm-T Asme
Journal of Media Economics,J Media Econ
Journal of Medical and Veterinary Mycology,J Med Vet Mycol
Journal of Medical Education,J Med Educ
Journal of Medical Engineering & Technology,J Med Eng Technol
Journal of Medical Entomology,J Med Entomol
Journal of Medical Ethics,J Med Ethics
Journal of Medical Genetics,J Med Genet
Journal of Medical Microbiology,J Med Microbiol
Journal of Medical Primatology,J Med Primatol
Journal of Medical Screening,J Med Screen
Journal of Medical Speech-Language Pathology,J Med Speech-Lang Pa
Journal of Medical Systems,J Med Syst
Journal of Medical Technology,J Med Technol
Journal of Medical Virology,J Med Virol
Journal of Medicinal Chemistry,J Med Chem
Journal of Medicine,J Med
Journal of Medicine and Philosophy,J Med Philos
Journal of Medieval and Early Modern Studies,J Mediev Early Mod S
Journal of Medieval and Renaissance Studies,J Medieval Renaiss
Journal of Medieval History,J Medieval Hist
Journal of Mediterranean Studies,J Mediterr Stud
Journal of Membrane Biology,J Membrane Biol
Journal of Membrane Science,J Membrane Sci
Journal of Memory and Language,J Mem Lang
Journal of Mental Deficiency Research,J Ment Defic Res
Journal of Mental Health Administration,J Ment Health Admin
Journal of Metals,Jom-J Min Met Mat S
Journal of Metamorphic Geology,J Metamorph Geol
Journal of Microbial Biotechnology,J Microbial Biotech
Journal of Microbiological Methods,J Microbiol Meth
Journal of Microbiology,J Microbiol
Journal of Microbiology and Biotechnology,J Microbiol Biotechn
Journal of Microcolumn Separations,J Microcolumn Sep
Journal of Microcomputer Applications,J Microcomput Appl
Journal of Microelectromechanical Systems,J Microelectromech S
Journal of Microencapsulation,J Microencapsul
Journal of Micromechanics and Microengineering,J Micromech Microeng
Journal of Micronutrient Analysis,J Micronutr Anal
Journal of Micropalaeontology,J Micropalaeontol
Journal of Microscopy-Oxford,J Microsc-Oxford
Journal of Microwave Power and Electromagnetic Energy,J Microwave Power Ee
Journal of Midwifery & Womens Health,J Midwifery Wom Heal
Journal of Military History,J Military Hist
Journal of Mind and Behavior,J Mind Behav
Journal of Mining Science,J Min Sci+
Journal of Modern African Studies,J Mod Afr Stud
Journal of Modern Greek Studies,J Mod Greek Stud
Journal of Modern History,J Mod Hist
Journal of Modern Italian Studies,J Mod Ital Stud
Journal of Modern Literature,J Mod Literature
Journal of Modern Optics,J Mod Optic
Journal of Molecular and Applied Genetics,J Mol Appl Genet
Journal of Molecular and Cellular Cardiology,J Mol Cell Cardiol
Journal of Molecular and Cellular Immunology,J Mol Cell Immunol
Journal of Molecular Biology,J Mol Biol
Journal of Molecular Catalysis,J Mol Catal
Journal of Molecular Catalysis A-Chemical,J Mol Catal A-Chem
Journal of Molecular Catalysis B-Enzymatic,J Mol Catal B-Enzym
Journal of Molecular Electronics,J Mol Electron
Journal of Molecular Endocrinology,J Mol Endocrinol
Journal of Molecular Evolution,J Mol Evol
Journal of Molecular Graphics,J Mol Graphics
Journal of Molecular Graphics & Modelling,J Mol Graph Model
Journal of Molecular Liquids,J Mol Liq
Journal of Molecular Medicine-Jmm,J Mol Med-Jmm
Journal of Molecular Modeling,J Mol Model
Journal of Molecular Neuroscience,J Mol Neurosci
Journal of Molecular Recognition,J Mol Recognit
Journal of Molecular Spectroscopy,J Mol Spectrosc
Journal of Molecular Structure,J Mol Struct
Journal of Molecular Structure-Theochem,J Mol Struc-Theochem
Journal of Molluscan Studies,J Mollus Stud
Journal of Monetary Economics,J Monetary Econ
Journal of Money Credit and Banking,J Money Credit Bank
Journal of Moral Education,J Moral Educ
Journal of Morphology,J Morphol
Journal of Motor Behavior,J Motor Behav
Journal of Multicultural Counseling and Development,J Multicult Couns D
Journal of Multivariate Analysis,J Multivariate Anal
Journal of Muscle Foods,J Muscle Foods
Journal of Muscle Research and Cell Motility,J Muscle Res Cell M
Journal of Musculoskeletal Pain,J Musculoskelet Pain
Journal of Music Theory,J Music Theory
Journal of Music Therapy,J Music Ther
Journal of Musicological Research,J Musicol Res
Journal of Musicology,J Musicology
Journal of Narrative and Life History,J Narrat Life Hist
Journal of Narrative Technique,J Narrative Tech
Journal of Natural History,J Nat Hist
Journal of Natural Products,J Nat Prod
Journal of Natural Products-Lloydia,J Nat Products
Journal of Natural Toxins,J Nat Toxins
Journal of Navigation,J Navigation
Journal of near Eastern Studies,J near Eastern Stud
Journal of near Infrared Spectroscopy,J near Infrared Spec
Journal of Negro Education,J Negro Educ
Journal of Nematology,J Nematol
Journal of Nephrology,J Nephrol
Journal of Nervous and Mental Disease,J Nerv Ment Dis
Journal of Network and Computer Applications,J Netw Comput Appl
Journal of Neural Transmission,J Neural Transm
Journal of Neural Transmission-General Section,J Neural Transm-Gen
Journal of Neural Transmission-Parkinsons Disease and Dementia Section,J Neural Transm-Park
Journal of Neural Transmission-Supplement,J Neural Transm-Supp
Journal of Neural Transplantation & Plasticity,J Neural Transp Plas
Journal of Neuro-Oncology,J Neuro-Oncol
Journal of Neuro-Ophthalmology,J Neuro-Ophthalmol
Journal of Neurobiology,J Neurobiol
Journal of Neurochemistry,J Neurochem
Journal of Neurocytology,J Neurocytol
Journal of Neuroendocrinology,J Neuroendocrinol
Journal of Neurogenetics,J Neurogenet
Journal of Neuroimaging,J Neuroimaging
Journal of Neuroimmunology,J Neuroimmunol
Journal of Neurolinguistics,J Neurolinguist
Journal of Neurologic Rehabilitation,J Neurol Rehabil
Journal of Neurological and Orthopaedic Medicine and Surgery,J Neurol Orth Med S
Journal of Neurology,J Neurol
Journal of Neurology Neurosurgery and Psychiatry,J Neurol Neurosur Ps
Journal of Neuropathology and Experimental Neurology,J Neuropath Exp Neur
Journal of Neurophysiology,J Neurophysiol
Journal of Neuropsychiatry and Clinical Neurosciences,J Neuropsych Clin N
Journal of Neuroradiology,J Neuroradiology
Journal of Neuroscience,J Neurosci
Journal of Neuroscience Methods,J Neurosci Meth
Journal of Neuroscience Research,J Neurosci Res
Journal of Neurosurgery,J Neurosurg
Journal of Neurosurgical Anesthesiology,J Neurosurg Anesth
Journal of Neurotrauma,J Neurotraum
Journal of Neurovirology,J Neurovirol
Journal of New Materials for Electrochemical Systems,J New Mat Elect Syst
Journal of New Music Research,J New Music Res
Journal of Non-Crystalline Solids,J Non-Cryst Solids
Journal of Non-Equilibrium Thermodynamics,J Non-Equil Thermody
Journal of Non-Newtonian Fluid Mechanics,J Non-Newton Fluid
Journal of Nondestructive Evaluation,J Nondestruct Eval
Journal of Nonlinear Mathematical Physics,J Nonlinear Math Phy
Journal of Nonlinear Optical Physics & Materials,J Nonlinear Opt Phys
Journal of Nonlinear Science,J Nonlinear Sci
Journal of Nonparametric Statistics,J Nonparametr Stat
Journal of Nonverbal Behavior,J Nonverbal Behav
Journal of Nuclear Cardiology,J Nucl Cardiol
Journal of Nuclear Materials,J Nucl Mater
Journal of Nuclear Medicine,J Nucl Med
Journal of Nuclear Medicine and Allied Sciences,J Nucl Med Allied S
Journal of Nuclear Science and Technology,J Nucl Sci Technol
Journal of Number Theory,J Number Theory
Journal of Nurse-Midwifery,J Nurse-Midwifery
Journal of Nursing Administration,J Nurs Admin
Journal of Nursing Care Quality,J Nurs Care Qual
Journal of Nursing Education,J Nurs Educ
Journal of Nursing Scholarship,J Nurs Scholarship
Journal of Nutrition,J Nutr
Journal of Nutrition Education,J Nutr Educ
Journal of Nutritional Biochemistry,J Nutr Biochem
Journal of Nutritional Science and Vitaminology,J Nutr Sci Vitaminol
Journal of Object-Oriented Programming,J Object-Orient Prog
Journal of Obstetrics and Gynaecology,J Obstet Gynaecol
Journal of Occupational Accidents,J Occup Accid
Journal of Occupational and Environmental Medicine,J Occup Environ Med
