long_title,short_title
International Journal of Biomedical Science : IJBS,Int J Biomed Sci
The International Journal of Biostatistics,Int J Biostat
International Journal of Bipolar Disorders,Int J Bipolar Disord
International Journal of Breast Cancer,Int J Breast Cancer
International Journal of Burns and Trauma,Int J Burns Trauma
International Journal of Cell Biology,Int J Cell Biol
International Journal of Chronic Obstructive Pulmonary Disease,Int J Chron Obstruct Pulmon Dis
International Journal of Chronic Diseases,Int J Chronic Dis
International Journal of Circumpolar Health,Int J Circumpolar Health
International Journal of Clinical and Experimental Medicine,Int J Clin Exp Med
International Journal of Clinical and Experimental Pathology,Int J Clin Exp Pathol
International Journal of Clinical Pediatric Dentistry,Int J Clin Pediatr Dent
International Journal of Clinical Pharmacology and Therapeutics,Int J Clin Pharmacol Ther
International Journal of Community Based Nursing and Midwifery,Int J Community Based Nurs Midwifery
International Journal of Critical Illness and Injury Science,Int J Crit Illn Inj Sci
International Journal of Dentistry,Int J Dent
International Journal of Diabetes in Developing Countries,Int J Diabetes Dev Ctries
International Journal of Emergency Medicine,Int J Emerg Med
International Journal of Endocrinology,Int J Endocrinol
International Journal of Endocrinology and Metabolism,Int J Endocrinol Metab
International Journal of Environmental Research and Public Health,Int J Environ Res Public Health
International Journal of Epidemiology,Int J Epidemiol
International Journal for Equity in Health,Int J Equity Health
International Journal of Evolutionary Biology,Int J Evol Biol
International Journal of Experimental Diabesity Research,Int J Exp Diabesity Res
International Journal of Experimental Diabetes Research,Int J Exp Diabetes Res
International Journal of Experimental Pathology,Int J Exp Pathol
International Journal of Family Medicine,Int J Family Med
International Journal of Fertility &#x0026; Sterility,Int J Fertil Steril
International Journal of General Medicine,Int J Gen Med
International Journal of Genomics,Int J Genomics
International Journal of Health Geographics,Int J Health Geogr
International Journal of Health Policy and Management,Int J Health Policy Manag
International Journal of Health Sciences,Int J Health Sci (Qassim)
International Journal of Hematology-Oncology and Stem Cell Research,Int J Hematol Oncol Stem Cell Res
International Journal of Hepatology,Int J Hepatol
International Journal of High Risk Behaviors &#x0026; Addiction,Int J High Risk Behav Addict
International Journal of Hypertension,Int J Hypertens
International Journal of Inflammation,Int J Inflam
International Journal of Integrated Care,Int J Integr Care
International Journal of Medicinal Chemistry,Int J Med Chem
International Journal of Medical Education,Int J Med Educ
International Journal of Medical Sciences,Int J Med Sci
International Journal of Mental Health Systems,Int J Ment Health Syst
International Journal of Microbiology,Int J Microbiol
International Journal of Molecular and Cellular Medicine,Int J Mol Cell Med
International Journal of Molecular Epidemiology and Genetics,Int J Mol Epidemiol Genet
International Journal of Molecular Imaging,Int J Mol Imaging
International Journal of Molecular Medicine,Int J Mol Med
International Journal of Molecular Sciences,Int J Mol Sci
International Journal of MS Care,Int J MS Care
International Journal of Nanomedicine,Int J Nanomedicine
International Journal of Nephrology,Int J Nephrol
International Journal of Nephrology and Renovascular Disease,Int J Nephrol Renovasc Dis
International Journal of Neuropsychopharmacology,Int J Neuropsychopharmacol
International Journal of Nursing Education Scholarship,Int J Nurs Educ Scholarsh
International Journal of Occupational and Environmental Health,Int J Occup Environ Health
International Journal of Oncology,Int J Oncol
International Journal of Ophthalmology,Int J Ophthalmol
International Journal of Oral Science,Int J Oral Sci
International Journal of Organ Transplantation Medicine,Int J Organ Transplant Med
International Journal of Otolaryngology,Int J Otolaryngol
International Journal for Parasitology: Drugs and Drug Resistance,Int J Parasitol Drugs Drug Resist
International Journal for Parasitology: Parasites and Wildlife,Int J Parasitol Parasites Wildl
International Journal of Pediatrics,Int J Pediatr
International Journal of Pediatric Endocrinology,Int J Pediatr Endocrinol
International Journal of Peptides,Int J Pept
International Journal of Pharmaceutical Investigation,Int J Pharm Investig
"International Journal of Physiology, Pathophysiology and Pharmacology",Int J Physiol Pathophysiol Pharmacol
International Journal of Plant Genomics,Int J Plant Genomics
International Journal of Preventive Medicine,Int J Prev Med
International Journal of Proteomics,Int J Proteomics
International Journal for Quality in Health Care,Int J Qual Health Care
International Journal of Qualitative Studies on Health and Well-being,Int J Qual Stud Health Well-being
International journal of reproductive medicine,Int J Reprod Med
International Journal of Rheumatology,Int J Rheumatol
International Journal of Shoulder Surgery,Int J Shoulder Surg
International Journal of Spine Surgery,Int J Spine Surg
International Journal of Sports Physical Therapy,Int J Sports Phys Ther
International Journal of Stem Cells,Int J Stem Cells
International Journal of Surgery Case Reports,Int J Surg Case Rep
International Journal of Surgical Oncology,Int J Surg Oncol
International Journal of Systematic and Evolutionary Microbiology,Int J Syst Evol Microbiol
International Journal of Telemedicine and Applications,Int J Telemed Appl
International Journal of Telerehabilitation,Int J Telerehabil
International Journal of Therapeutic Massage &#x0026; Bodywork,Int J Ther Massage Bodywork
International Journal of Trichology,Int J Trichology
International Journal of Tryptophan Research : IJTR,Int J Tryptophan Res
International Journal of Vascular Medicine,Int J Vasc Med
International Journal of Women's Health,Int J Womens Health
International Journal of Yoga,Int J Yoga
International Medical Case Reports Journal,Int Med Case Rep J
International Neurourology Journal,Int Neurourol J
International Orthopaedics,Int Orthop
International Seminars in Surgical Oncology : ISSO,Int Semin Surg Oncol
International Surgery,Int Surg
Integrated Blood Pressure Control,Integr Blood Press Control
Integrative and Comparative Biology,Integr Comp Biol
Integrative Medicine Insights,Integr Med Insights
Intensive Care Medicine Experimental,Intensive Care Med Exp
Interactive Cardiovascular and Thoracic Surgery,Interact Cardiovasc Thorac Surg
Interactive Journal of Medical Research,Interact J Med Res
Interdisciplinary Perspectives on Infectious Diseases,Interdiscip Perspect Infect Dis
Interdisciplinary Toxicology,Interdiscip Toxicol
Interface Focus,Interface Focus
Interventional Medicine &#x0026; Applied Science,Interv Med Appl Sci
Interventional Neurology,Interv Neurol
Interventional Neuroradiology,Interv Neuroradiol
Intervirology,Intervirology
Intestinal Research,Intest Res
Intractable &#x0026; Rare Diseases Research,Intractable Rare Dis Res
Investigative Ophthalmology &#x0026; Visual Science,Invest Ophthalmol Vis Sci
Investigative Genetics,Investig Genet
The Iowa Orthopaedic Journal,Iowa Orthop J
i-Perception,Iperception
Irish Veterinary Journal,Ir Vet J
Iranian Biomedical Journal,Iran Biomed J
Iranian Endodontic Journal,Iran Endod J
Iranian Journal of Arthropod-Borne Diseases,Iran J Arthropod Borne Dis
Iranian Journal of Basic Medical Sciences,Iran J Basic Med Sci
Iranian Journal of Cancer Prevention,Iran J Cancer Prev
Iranian Journal of Child Neurology,Iran J Child Neurol
Iranian Journal of Medical Sciences,Iran J Med Sci
Iranian Journal of Microbiology,Iran J Microbiol
Iranian Journal of Neurology,Iran J Neurol
Iranian Journal of Nursing and Midwifery Research,Iran J Nurs Midwifery Res
Iranian Journal of Otorhinolaryngology,Iran J Otorhinolaryngol
Iranian Journal of Parasitology,Iran J Parasitol
Iranian Journal of Pathology,Iran J Pathol
Iranian Journal of Pediatric Hematology and Oncology,Iran J Ped Hematol Oncol
Iranian Journal of Pediatrics,Iran J Pediatr
Iranian Journal of Pharmaceutical Research : IJPR,Iran J Pharm Res
Iranian Journal of Psychiatry,Iran J Psychiatry
Iranian Journal of Psychiatry and Behavioral Sciences,Iran J Psychiatry Behav Sci
Iranian Journal of Public Health,Iran J Public Health
Iranian Journal of Radiology,Iran J Radiol
Iranian Journal of Reproductive Medicine,Iran J Reprod Med
Iranian Red Crescent Medical Journal,Iran Red Crescent Med J
Iranian Journal of Environmental Health Science &#x0026; Engineering,Iranian J Environ Health Sci Eng
Islets,Islets
The ISME Journal,ISME J
Israel Journal of Health Policy Research,Isr J Health Policy Res
ISRN Addiction,ISRN Addict
ISRN AIDS,ISRN AIDS
ISRN Allergy,ISRN Allergy
ISRN anatomy,ISRN Anat
ISRN biochemistry,ISRN Biochem
ISRN bioinformatics,ISRN Bioinform
ISRN biotechnology,ISRN Biotechnol
ISRN Cardiology,ISRN Cardiol
ISRN Dentistry,ISRN Dent
ISRN Dermatology,ISRN Dermatol
ISRN Endocrinology,ISRN Endocrinol
ISRN Family Medicine,ISRN Family Med
ISRN Gastroenterology,ISRN Gastroenterol
ISRN Hematology,ISRN Hematol
ISRN Inflammation,ISRN Inflamm
ISRN Microbiology,ISRN Microbiol
ISRN Nephrology,ISRN Nephrol
ISRN Neurology,ISRN Neurol
ISRN Neuroscience,ISRN Neurosci
ISRN Nursing,ISRN Nurs
ISRN Nutrition,ISRN Nutr
ISRN Obesity,ISRN Obes
ISRN Obstetrics and Gynecology,ISRN Obstet Gynecol
ISRN Oncology,ISRN Oncol
ISRN Ophthalmology,ISRN Ophthalmol
ISRN Organic Chemistry,ISRN Org Chem
ISRN Orthopedics,ISRN Orthop
ISRN Otolaryngology,ISRN Otolaryngol
ISRN Pediatrics,ISRN Pediatr
ISRN Pharmaceutics,ISRN Pharm
ISRN Pharmacology,ISRN Pharmacol
ISRN Preventive Medicine,ISRN Prev Med
ISRN Psychiatry,ISRN Psychiatry
ISRN Radiology,ISRN Radiol
ISRN Rheumatology,ISRN Rheumatol
ISRN Surgery,ISRN Surg
ISRN Toxicology,ISRN Toxicol
ISRN Urology,ISRN Urol
ISRN Veterinary Science,ISRN Vet Sci
Italian Journal of Pediatrics,Ital J Pediatr
IUCrJ,IUCrJ
Journal of Accident &#x0026; Emergency Medicine,J Accid Emerg Med
The Journal of the Acoustical Society of America,J Acoust Soc Am
Journal of Addiction,J Addict
Journal of Adolescent and Young Adult Oncology,J Adolesc Young Adult Oncol
Journal of Advances in Medical Education &#x0026; Professionalism,J Adv Med Educ Prof
Journal of Advanced Pharmaceutical Technology &#x0026; Research,J Adv Pharm Technol Res
Journal of the Advanced Practitioner in Oncology,J Adv Pract Oncol
The Journal of Advanced Prosthodontics,J Adv Prosthodont
Journal of Advanced Research,J Adv Res
Journal of Aerosol Medicine and Pulmonary Drug Delivery,J Aerosol Med Pulm Drug Deliv
Journal of Aging Research,J Aging Res
Journal of Allergy,J Allergy (Cairo)
Journal of Alternative and Complementary Medicine,J Altern Complement Med
Journal of the American Aging Association,J Am Aging Assoc
Journal of the American Association for Laboratory Animal Science : JAALAS,J Am Assoc Lab Anim Sci
The Journal of the American College of Certified Wound Specialists,J Am Col Certif Wound Spec
The Journal of the American College of Clinical Wound Specialists,J Am Coll Clin Wound Spec
Journal of the American Dental Society of Anesthesiology,J Am Dent Soc Anesthesiol
Journal of the American Heart Association: Cardiovascular and Cerebrovascular Disease,J Am Heart Assoc
Journal of the American Medical Informatics Association : JAMIA,J Am Med Inform Assoc
Journal. American Public Health Association,J Am Public Health Assoc
Journal of the American Society of Nephrology : JASN,J Am Soc Nephrol
Journal of Amino Acids,J Amino Acids
"Journal of Anaesthesiology, Clinical Pharmacology",J Anaesthesiol Clin Pharmacol
Journal of Analytical Methods in Chemistry,J Anal Methods Chem
Journal of Analytical Toxicology,J Anal Toxicol
Journal of Anatomy,J Anat
Journal of Anatomy and Physiology,J Anat Physiol
Journal of Angiogenesis Research,J Angiogenes Res
Journal of Animal Science and Biotechnology,J Anim Sci Biotechnol
Journal of Animal Science and Technology,J Anim Sci Technol
Journal of Antimicrobial Chemotherapy,J Antimicrob Chemother
Journal of Applied Behavior Analysis,J Appl Behav Anal
Journal of Applied Crystallography,J Appl Crystallogr
Journal of Applied Mechanics,J Appl Mech
Journal of Applied Oral Science,J Appl Oral Sci
Journal of Applied Physics,J Appl Phys
Journal of Applied Physiology,J Appl Physiol (1985)
Journal of Arrhythmia,J Arrhythm
Journal of Arthropod-Borne Diseases,J Arthropod Borne Dis
Journal of Assisted Reproduction and Genetics,J Assist Reprod Genet
JARO: Journal of the Association for Research in Otolaryngology,J Assoc Res Otolaryngol
Journal of Asthma and Allergy,J Asthma Allergy
Journal of Athletic Training,J Athl Train
Journal of Audiology &#x0026; Otology,J Audiol Otol
Journal of Autoimmune Diseases,J Autoimmune Dis
Journal of Automated Methods and Management in Chemistry,J Autom Methods Manag Chem
The Journal of Automatic Chemistry,J Automat Chem
Journal of Ayurveda and Integrative Medicine,J Ayurveda Integr Med
Journal of Bacteriology,J Bacteriol
Journal of Basic and Clinical Pharmacy,J Basic Clin Pharm
Journal of Behavioral Addictions,J Behav Addict
Journal of Biochemistry,J Biochem
Journal of Biology,J Biol
The Journal of Biological Chemistry,J Biol Chem
Journal of Biological Engineering,J Biol Eng
Journal of Biological Physics,J Biol Phys
Journal of Biological Research,J Biol Res (Thessalon)
Journal of Biomarkers,J Biomark
Journal of Biomechanical Engineering,J Biomech Eng
Journal of Biomedicine and Biotechnology,J Biomed Biotechnol
Journal of Biomedical Discovery and Collaboration,J Biomed Discov Collab
Journal of Biomedical Optics,J Biomed Opt
Journal of Biomedical Physics &#x0026; Engineering,J Biomed Phys Eng
Journal of Biomedical Research,J Biomed Res
Journal of Biomedical Science,J Biomed Sci
Journal of Biomedical Semantics,J Biomed Semantics
Journal of Biomolecular Techniques : JBT,J Biomol Tech
Journal of Biophysics,J Biophys
The Journal of Biophysical and Biochemical Cytology,J Biophys Biochem Cytol
Journal of Blood Medicine,J Blood Med
Journal of Blood Transfusion,J Blood Transfus
The Journal of Bone and Joint Surgery. American volume,J Bone Joint Surg Am
Journal of Bone Metabolism,J Bone Metab
Journal of Bone and Mineral Research,J Bone Miner Res
Journal of Bone Oncology,J Bone Oncol
Journal of the Boston Society of Medical Sciences,J Boston Soc Med Sci
Journal of Brachial Plexus and Peripheral Nerve Injury,J Brachial Plex Peripher Nerve Inj
Journal of Brain Disease,J Brain Dis
Jornal Brasileiro de Pneumologia,J Bras Pneumol
Journal of Breast Cancer,J Breast Cancer
Journal of Burns and Wounds,J Burns Wounds
"Journal of Cachexia, Sarcopenia and Muscle",J Cachexia Sarcopenia Muscle
Journal of Caffeine Research,J Caffeine Res
Journal of the Canadian Academy of Child and Adolescent Psychiatry,J Can Acad Child Adolesc Psychiatry
The Journal of the Canadian Chiropractic Association,J Can Chiropr Assoc
Journal of Cancer,J Cancer
Journal of Cancer Epidemiology,J Cancer Epidemiol
Journal of Cancer Prevention,J Cancer Prev
Journal of Carcinogenesis,J Carcinog
Journal of Cardiothoracic Surgery,J Cardiothorac Surg
Journal of Cardiovascular Disease Research,J Cardiovasc Dis Res
Journal of Cardiovascular Magnetic Resonance,J Cardiovasc Magn Reson
Journal of Cardiovascular and Thoracic Research,J Cardiovasc Thorac Res
Journal of Cardiovascular Ultrasound,J Cardiovasc Ultrasound
Journal of Caring Sciences,J Caring Sci
The Journal of Cell Biology,J Cell Biol
Journal of Cell Communication and Signaling,J Cell Commun Signal
Journal of Cell Death,J Cell Death
Journal of Cellular and Molecular Medicine,J Cell Mol Med
Journal of Cell Science,J Cell Sci
Journal of Central Nervous System Disease,J Cent Nerv Syst Dis
Journal of Cerebral Blood Flow &#x0026; Metabolism,J Cereb Blood Flow Metab
Journal of Cerebrovascular and Endovascular Neurosurgery,J Cerebrovasc Endovasc Neurosurg
Journal of Chemical Biology,J Chem Biol
The Journal of Chemical Physics,J Chem Phys
Journal of Cheminformatics,J Cheminform
Journal of Child and Adolescent Psychopharmacology,J Child Adolesc Psychopharmacol
Journal of Children's Orthopaedics,J Child Orthop
The Journal of Chiropractic Education,J Chiropr Educ
Journal of Chiropractic Humanities,J Chiropr Humanit
Journal of Chiropractic Medicine,J Chiropr Med
Journal of Chromatographic Science,J Chromatogr Sci
Journal of Circadian Rhythms,J Circadian Rhythms
The Journal of Clinical and Aesthetic Dermatology,J Clin Aesthet Dermatol
Journal of Clinical Biochemistry and Nutrition,J Clin Biochem Nutr
Journal of Clinical Bioinformatics,J Clin Bioinforma
Journal of Clinical and Diagnostic Research : JCDR,J Clin Diagn Res
The Journal of Clinical Endocrinology and Metabolism,J Clin Endocrinol Metab
Journal of Clinical and Experimental Dentistry,J Clin Exp Dent
Journal of Clinical and Experimental Hepatology,J Clin Exp Hepatol
Journal of Clinical Imaging Science,J Clin Imaging Sci
The Journal of Clinical Investigation,J Clin Invest
Journal of Clinical Medicine,J Clin Med
Journal of Clinical Medicine Research,J Clin Med Res
Journal of Clinical Microbiology,J Clin Microbiol
Journal of Clinical Neonatology,J Clin Neonatol
"Journal of Clinical Neurology (Seoul, Korea)",J Clin Neurol
Journal of Clinical Oncology,J Clin Oncol
Journal of Clinical Orthopaedics and Trauma,J Clin Orthop Trauma
Journal of Clinical Pathology,J Clin Pathol
Journal of Clinical Pathology. Supplement (Association of Clinical Pathologists),J Clin Pathol Suppl (Assoc Clin Pathol)
Journal of Clinical Pathology. Supplement (Royal College of Pathologists),J Clin Pathol Suppl (R Coll Pathol)
Journal of Clinical Pathology. Supplement (College of Pathologists),J Clin Pathol Suppl Coll Pathol
Journal of Clinical Research in Pediatric Endocrinology,J Clin Res Pediatr Endocrinol
Journal of Clinical Sleep Medicine : JCSM : Official Publication of the American Academy of Sleep Medicine,J Clin Sleep Med
Journal of Clinical and Translational Hepatology,J Clin Transl Hepatol
The Journal of the College of General Practitioners,J Coll Gen Pract
Journal of the College of General Practitioners and Research Newsletter,J Coll Gen Pract Res Newsl
Journal of Community Genetics,J Community Genet
Journal of Community Hospital Internal Medicine Perspectives,J Community Hosp Intern Med Perspect
Journal of Computational Biology,J Comput Biol
Journal of Computing and Information Science in Engineering,J Comput Inf Sci Eng
Journal of Computational and Nonlinear Dynamics,J Comput Nonlinear Dyn
Journal of Conservative Dentistry : JCD,J Conserv Dent
Journal of Contemporary Brachytherapy,J Contemp Brachytherapy
Journal of Craniovertebral Junction &#x0026; Spine,J Craniovertebr Junction Spine
Journal of Crohn's &#x0026; Colitis,J Crohns Colitis
Journal of Cutaneous and Aesthetic Surgery,J Cutan Aesthet Surg
Journal of Cytology / Indian Academy of Cytologists,J Cytol
The Journal of Deaf Studies and Deaf Education,J Deaf Stud Deaf Educ
Journal of Dentistry,J Dent (Shiraz)
"Journal of Dentistry (Tehran, Iran)",J Dent (Tehran)
Journal of Dental Biomechanics,J Dent Biomech
Journal of Dental Research,J Dent Res
"Journal of Dental Research, Dental Clinics, Dental Prospects",J Dent Res Dent Clin Dent Prospects
Journal of Dermatological Case Reports,J Dermatol Case Rep
Journal of Diabetes Investigation,J Diabetes Investig
Journal of Diabetes and Metabolic Disorders,J Diabetes Metab Disord
Journal of Diabetes Research,J Diabetes Res
Journal of Diabetes Science and Technology,J Diabetes Sci Technol
Journal of Digital Imaging,J Digit Imaging
Journal of Drug Delivery,J Drug Deliv
"Journal of Dynamic Systems, Measurement, and Control",J Dyn Syst Meas Control
Journal of Eating Disorders,J Eat Disord
Journal of Economic Entomology,J Econ Entomol
Journal of Educational Evaluation for Health Professions,J Educ Eval Health Prof
Journal of Education and Health Promotion,J Educ Health Promot
Journal of Electron Microscopy,J Electron Microsc (Tokyo)
Journal of Electronic Packaging,J Electron Packag
"Journal of Emergencies, Trauma, and Shock",J Emerg Trauma Shock
Journal of Endourology,J Endourol
Journal of Endovascular Therapy,J Endovasc Ther
Journal of Energy Resources Technology,J Energy Resour Technol
Journal of Engineering for Gas Turbines and Power,J Eng Gas Turbine Power
Journal of Engineering Materials and Technology,J Eng Mater Technol
Journal of Environmental Health Science and Engineering,J Environ Health Sci Eng
Journal of Environmental and Public Health,J Environ Public Health
Journal of Epidemiology,J Epidemiol
Journal of Epidemiology and Community Health,J Epidemiol Community Health
Journal of Epidemiology and Community Health,J Epidemiol Community Health
Journal of Epilepsy Research,J Epilepsy Res
Journal of Equine Science,J Equine Sci
Journal of Ethnobiology and Ethnomedicine,J Ethnobiol Ethnomed
Journal of Exercise Nutrition &#x0026; Biochemistry,J Exerc Nutrition Biochem
Journal of Exercise Rehabilitation,J Exerc Rehabil
Journal of the Experimental Analysis of Behavior,J Exp Anal Behav
The Journal of Experimental Biology,J Exp Biol
Journal of Experimental Botany,J Exp Bot
Journal of Experimental &#x0026; Clinical Assisted Reproduction,J Exp Clin Assist Reprod
Journal of Experimental &#x0026; Clinical Cancer Research : CR,J Exp Clin Cancer Res
The Journal of Experimental Medicine,J Exp Med
Journal of Experimental Neuroscience,J Exp Neurosci
Journal of Experimental Orthopaedics,J Exp Orthop
"Journal of Experimental Pathology (Oxford, England)",J Exp Pathol (Oxford)
The Journal of Extra-corporeal Technology,J Extra Corpor Technol
Journal of Extracellular Vesicles,J Extracell Vesicles
The Journal of Family Practice,J Fam Pract
Journal of Family &#x0026; Community Medicine,J Family Community Med
Journal of Family Medicine and Primary Care,J Family Med Prim Care
Journal of Family &#x0026; Reproductive Health,J Family Reprod Health
Journal of Fluids Engineering,J Fluids Eng
Journal of Food Science and Technology,J Food Sci Technol
Journal of Foot and Ankle Research,J Foot Ankle Res
Journal of Forensic Dental Sciences,J Forensic Dent Sci
Journal of Fuel Cell Science and Technology,J Fuel Cell Sci Technol
Journal of Functional Biomaterials,J Funct Biomater
Journal of Gastric Cancer,J Gastric Cancer
Journal of Gastrointestinal Oncology,J Gastrointest Oncol
Journal of General Internal Medicine,J Gen Intern Med
The Journal of General Physiology,J Gen Physiol
The Journal of General Virology,J Gen Virol
Journal of Genomics,J Genomics
Journal of Geriatric Cardiology : JGC,J Geriatr Cardiol
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences,J Gerontol A Biol Sci Med Sci
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences,J Gerontol B Psychol Sci Soc Sci
Journal of Ginseng Research,J Ginseng Res
Journal of Global Health,J Glob Health
Journal of Global Infectious Diseases,J Glob Infect Dis
Journal of Graduate Medical Education,J Grad Med Educ
Journal of Gynecological Endoscopy and Surgery,J Gynecol Endosc Surg
Journal of Gynecologic Oncology,J Gynecol Oncol
Journal of Gynecologic Surgery,J Gynecol Surg
Journal of Hand and Microsurgery,J Hand Microsurg
The Journal of Headache and Pain,J Headache Pain
"Journal of Health, Population, and Nutrition",J Health Popul Nutr
Journal of Heat Transfer,J Heat Transfer
Journal of Hematology &#x0026; Oncology,J Hematol Oncol
Journal of Hematopathology,J Hematop
Journal of Heredity,J Hered
Journal of the History of Medicine and Allied Sciences,J Hist Med Allied Sci
Journal of Histochemistry and Cytochemistry,J Histochem Cytochem
Journal of Human Kinetics,J Hum Kinet
Journal of Human Reproductive Sciences,J Hum Reprod Sci
The Journal of Hygiene,J Hyg (Lond)
The Journal of IMA,J IMA
Journal of Immune Based Therapies and Vaccines,J Immune Based Ther Vaccines
Journal of Immunology Research,J Immunol Res
Journal for Immunotherapy of Cancer,J Immunother Cancer
Journal of Indian Association of Pediatric Surgeons,J Indian Assoc Pediatr Surg
The Journal of the Indian Prosthodontic Society,J Indian Prosthodont Soc
Journal of Indian Society of Periodontology,J Indian Soc Periodontol
The Journal of Infectious Diseases,J Infect Dis
"Journal of Inflammation (London, England)",J Inflamm (Lond)
Journal of Inflammation Research,J Inflamm Res
Journal of Injury and Violence Research,J Inj Violence Res
Journal of Innate Immunity,J Innate Immun
Journal of Insect Science,J Insect Sci
Journal of the International AIDS Society,J Int AIDS Soc
Journal of International Oral Health : JIOH,J Int Oral Health
Journal of International Society of Preventive &#x0026; Community Dentistry,J Int Soc Prev Community Dent
Journal of the International Society of Sports Nutrition,J Int Soc Sports Nutr
Journal of Intensive Care,J Intensive Care
Journal of Intercultural Ethnopharmacology,J Intercult Ethnopharmacol
Journal of Interferon &#x0026; Cytokine Research,J Interferon Cytokine Res
Journal of Interventional Gastroenterology,J Interv Gastroenterol
Journal of Investigative Medicine High Impact Case Reports,J Investig Med High Impact Case Rep
Journal of the Japanese Physical Therapy Association,J Jpn Phys Ther Assoc
Journal of the Korean Association of Oral and Maxillofacial Surgeons,J Korean Assoc Oral Maxillofac Surg
Journal of Korean Medical Science,J Korean Med Sci
Journal of Korean Neurosurgical Society,J Korean Neurosurg Soc
Journal of the Korean Society of Coloproctology,J Korean Soc Coloproctol
Journal of the Korean Surgical Society,J Korean Surg Soc
Journal of Laboratory Physicians,J Lab Physicians
Journal of Laparoendoscopic &#x0026; Advanced Surgical Techniques. Part A,J Laparoendosc Adv Surg Tech A
Journal of Lasers in Medical Sciences,J Lasers Med Sci
Journal of Leukocyte Biology,J Leukoc Biol
Journal of Lifestyle Medicine,J Lifestyle Med
Journal of Lipid Research,J Lipid Res
Journal of Lipids,J Lipids
The Journal of Manual &#x0026; Manipulative Therapy,J Man Manip Ther
Journal. Massachusetts Association of Boards of Health,J Mass Assoc Boards Health
Journal of Mathematical Neuroscience,J Math Neurosci
Journal of Mathematical Physics,J Math Phys
Journal of Maxillofacial &#x0026; Oral Surgery,J Maxillofac Oral Surg
Journal of Mechanical Design,J Mech Des N Y
Journal of Mechanisms and Robotics,J Mech Robot
Journal of Medical Case Reports,J Med Case Rep
Journal of Medical Devices,J Med Device
Journal of Medical Entomology,J Med Entomol
Journal of Medical Ethics,J Med Ethics
Journal of Medical Ethics and History of Medicine,J Med Ethics Hist Med
Journal of Medicinal Food,J Med Food
Journal of Medical Genetics,J Med Genet
Journal of Medical Imaging,J Med Imaging (Bellingham)
Journal of Medical Internet Research,J Med Internet Res
Journal of the Medical Library Association : JMLA,J Med Libr Assoc
Journal of Medicine and Life,J Med Life
Journal of Medical Microbiology,J Med Microbiol
The Journal of Medicine and Philosophy,J Med Philos
Journal of Medical Physics / Association of Medical Physicists of India,J Med Phys
Journal of Medical Radiation Sciences,J Med Radiat Sci
The Journal of Medical Research,J Med Res
Journal of Medical Signals and Sensors,J Med Signals Sens
Journal of Medical Toxicology,J Med Toxicol
Journal of Menopausal Medicine,J Menopausal Med
Journal of Microbiology &#x0026; Biology Education,J Microbiol Biol Educ
Journal of Mid-Life Health,J Midlife Health
Journal of Minimal Access Surgery,J Minim Access Surg
Journal of Molecular Cell Biology,J Mol Cell Biol
The Journal of Molecular Diagnostics : JMD,J Mol Diagn
Journal of Molecular and Genetic Medicine : An International Journal of Biomedical Research,J Mol Genet Med
Journal of Molecular Microbiology and Biotechnology,J Mol Microbiol Biotechnol
Journal of Molecular Psychiatry,J Mol Psychiatry
Journal of Molecular Signaling,J Mol Signal
Journal of Motor Behavior,J Mot Behav
Journal of Movement Disorders,J Mov Disord
Journal of Multidisciplinary Healthcare,J Multidiscip Healthc
Journal of Nanobiotechnology,J Nanobiotechnology
Journal of Nanotechnology in Engineering and Medicine,J Nanotechnol Eng Med
"Journal of Natural Science, Biology, and Medicine",J Nat Sci Biol Med
JNCI Journal of the National Cancer Institute,J Natl Cancer Inst
Journal of the National Cancer Institute. Monographs,J Natl Cancer Inst Monogr
Journal of the National Medical Association,J Natl Med Assoc
Journal of Negative Results in Biomedicine,J Negat Results Biomed
Journal of Nematology,J Nematol
Journal of Neonatal Surgery,J Neonatal Surg
Journal of Nephropathology,J Nephropathol
Journal of Neural Transplantation,J Neural Transplant
Journal of Neural Transplantation &#x0026; Plasticity,J Neural Transplant Plast
Journal of Neurodegenerative Diseases,J Neurodegener Dis
Journal of Neurodevelopmental Disorders,J Neurodev Disord
Journal of NeuroEngineering and Rehabilitation,J Neuroeng Rehabil
Journal of Neurogastroenterology and Motility,J Neurogastroenterol Motil
Journal of Neuroinflammation,J Neuroinflammation
"Journal of Neurology, Neurosurgery, and Psychiatry",J Neurol Neurosurg Psychiatry
Journal of Neurology and Psychiatry,J Neurol Psychiatry
The Journal of Neurology and Psychopathology,J Neurol Psychopathol
"Journal of Neurological Surgery. Part B, Skull Base",J Neurol Surg B Skull Base
Journal of Neurological Surgery Reports,J Neurol Surg Rep
Journal of Neurophysiology,J Neurophysiol
The Journal of Neuroscience,J Neurosci
Journal of Neurosciences in Rural Practice,J Neurosci Rural Pract
Journal of Neurotrauma,J Neurotrauma
Journal of Nucleic Acids,J Nucleic Acids
The Journal of Nutrition,J Nutr
Journal of Nutrition and Metabolism,J Nutr Metab
Journal of Nutritional Science,J Nutr Sci
Journal of Nutrigenetics and Nutrigenomics,J Nutrigenet Nutrigenomics
Journal of Obesity,J Obes
Journal of Obstetrics and Gynaecology of India,J Obstet Gynaecol India
